0, 0.304632, 0.00839996, 6.67, 0, 5.48, 14.06
1, 0.254872, 0.0118511, 11.68, 0, 5.48, 14.06
2, 0.25, 0.340203, 11.7, 4.434, 5.48, 14.06
3, 0.250612, 0.0904335, 11.7, 4.144, 5.48, 14.06
4, 0.25, 0.108483, 7.16, 0, 5.48, 14.06
5, -nan, 0.00507796, 0, 0, 5.48, 14.06
6, -nan, 0.00407525, 0, 0, 5.48, 14.06
7, 0.25, 29.307, 0, 0, 5.48, 14.06
