0, 0.284813, 0.00207251, 1.23, 0, 6.22, 20.94
1, 0.260951, 0.00246236, 1.84, 0, 6.22, 20.94
2, 0.250042, 0.154075, 1.84, 5.18, 6.22, 20.94
3, 0.25011, 0.0308283, 1.84, 5.156, 6.22, 20.94
4, 0.250042, 0.0263804, 1.12, 0, 6.22, 20.94
5, -nan, 0.00135686, 0, 0, 6.22, 20.94
6, -nan, 0.00107226, 0, 0, 6.22, 20.94
7, 0.250042, 3.84167, 0, 0, 6.22, 20.94
